hotel_name,hotel_star,room_name,room_area,bed_detail,available_guests,root_price,discount_rate,price,description
PARKROYAL Saigon,4,Superior Double or Twin Room,33.0,"1 queen bed,2 twin beds",2,2831051.0,10.0,2547946.0,
PARKROYAL Saigon,4,,,,2,2888827.0,,2888827.0,
PARKROYAL Saigon,4,,,,2,2831051.0,,2831051.0,
PARKROYAL Saigon,4,Deluxe Double Room,37.0,1 king bed,2,2975492.0,10.0,2677943.0,
PARKROYAL Saigon,4,,,,2,3033269.0,,3033269.0,
PARKROYAL Saigon,4,,,,2,2975492.0,,2975492.0,
PARKROYAL Saigon,4,Orchid Deluxe with Free Airport Transfers,34.0,1 king bed,2,4131023.0,10.0,3717921.0,
PARKROYAL Saigon,4,,,,1,3855023.0,10.0,3469521.0,
PARKROYAL Saigon,4,,,,2,4131023.0,,4131023.0,
PARKROYAL Saigon,4,,,,1,3855023.0,,3855023.0,
PARKROYAL Saigon,4,Executive Suite with Free Airport Transfers,62.0,,2,4994804.0,10.0,4495324.0,
PARKROYAL Saigon,4,,,,1,4718804.0,10.0,4246924.0,
PARKROYAL Saigon,4,,,,2,4994804.0,,4994804.0,
PARKROYAL Saigon,4,,,,1,4718804.0,,4718804.0,
Vilion Central Hotel & Spa,3,Superior Double Room,,,0,337410.0,,337410.0,
Vilion Central Hotel & Spa,3,Superior Double Room,20.0,1 queen bed,2,580000.0,40.0,348000.0,
Vilion Central Hotel & Spa,3,Deluxe Double or Twin Room,25.0,"2 twin beds,1 queen bed",2,750000.0,40.0,450000.0,
Vilion Central Hotel & Spa,3,Triple Room with City View,30.0,"1 twin bed,1 queen bed",3,792000.0,25.0,594000.0,
Vilion Central Hotel & Spa,3,Family Room,35.0,2 queen beds,4,920000.0,25.0,690000.0,
La Palma - Garden Saigon Hotel Phu My Hung,3,Standard Suite,30.0,,2,1070000.0,30.0,749000.0,
La Palma - Garden Saigon Hotel Phu My Hung,3,Suite with Garden View,26.0,,2,1257000.0,30.0,879900.0,
La Palma - Garden Saigon Hotel Phu My Hung,3,Suite with Balcony,26.0,,2,1466000.0,30.0,1026200.0,
La Palma - Garden Saigon Hotel Phu My Hung,3,Family Suite,35.0,,4,1760000.0,30.0,1232000.0,
Vinhomes Central Park HCMC,0,One-Bedroom Apartment,55.0,,2,2146250.0,32.0,1459450.0,
Vinhomes Central Park HCMC,0,Two-Bedroom Apartment,55.0,,4,2759100.0,32.0,1876188.0,
Vinhomes Central Park HCMC,0,Three-Bedroom Apartment,120.0,,1,4291650.0,32.0,2918322.0,
Vinhomes Central Park HCMC,0,Four-Bedroom Apartment,160.0,,1,8173600.0,32.0,5558048.0,
La Casona Hotel,3,Standard Suite,25.0,,2,1336500.0,50.0,668250.0,
La Casona Hotel,3,,,,2,1485000.0,50.0,742500.0,
La Casona Hotel,3,,,,1,1335690.0,50.0,667845.0,
La Casona Hotel,3,,,,1,1484100.0,50.0,742050.0,
La Casona Hotel,3,Superior King Suite,28.0,,2,1397250.0,50.0,698625.0,
La Casona Hotel,3,,,,2,1552500.0,50.0,776250.0,
La Casona Hotel,3,,,,1,1396440.0,50.0,698220.0,
La Casona Hotel,3,,,,1,1551600.0,50.0,775800.0,
La Casona Hotel,3,Standard Twin Room,25.0,2 twin beds,2,1534950.0,50.0,767475.0,
La Casona Hotel,3,,,,2,1705500.0,50.0,852750.0,
La Casona Hotel,3,,,,1,1534140.0,50.0,767070.0,
La Casona Hotel,3,,,,1,1704600.0,50.0,852300.0,
La Casona Hotel,3,Superior Twin Room,28.0,2 twin beds,2,1777950.0,50.0,888975.0,
La Casona Hotel,3,,,,2,1975500.0,50.0,987750.0,
La Casona Hotel,3,,,,1,1777140.0,50.0,888570.0,
La Casona Hotel,3,,,,1,1974600.0,50.0,987300.0,
La Casona Hotel,3,Executive Suite,48.0,,2,1939950.0,50.0,969975.0,
La Casona Hotel,3,,,,2,2155500.0,50.0,1077750.0,
La Casona Hotel,3,Deluxe Suite,30.0,,2,2025000.0,50.0,1012500.0,
La Casona Hotel,3,,,,3,1822500.0,50.0,911250.0,
La Casona Hotel,3,,,,3,2025900.0,50.0,1012950.0,
La Casona Hotel,3,,,,1,1821690.0,50.0,910845.0,
La Casona Hotel,3,,,,1,2024100.0,50.0,1012050.0,
Milestone Inn Hotel,4,Standard Double Room,15.0,1 queen bed,2,1111500.0,10.0,1000350.0,
Milestone Inn Hotel,4,,,,2,1170000.0,10.0,1053000.0,
Milestone Inn Hotel,4,Deluxe King Room,16.0,1 queen bed,2,1325250.0,10.0,1192725.0,
Milestone Inn Hotel,4,,,,2,1395000.0,10.0,1255500.0,
Milestone Inn Hotel,4,Deluxe Queen Room,17.0,1 king bed,2,1496250.0,10.0,1346625.0,
Milestone Inn Hotel,4,,,,2,1575000.0,10.0,1417500.0,
Milestone Inn Hotel,4,Deluxe Twin Room,21.0,2 twin beds,2,1667250.0,10.0,1500525.0,
Milestone Inn Hotel,4,,,,2,1755000.0,10.0,1579500.0,
Cactusland Boutique Hotel,3,Standard Double Room,15.0,1 queen bed,2,1130604.0,56.0,497466.0,
Cactusland Boutique Hotel,3,Deluxe Double Room with Balcony,25.0,1 queen bed,2,1423002.0,56.0,626121.0,
The Cozy Inn Hotel Ho Chi Minh,3,Deluxe Double Room,25.0,1 queen bed,2,2800000.0,80.0,560000.0,
The Cozy Inn Hotel Ho Chi Minh,3,Triple Room with City View,25.0,"1 twin bed,1 queen bed",3,2900000.0,80.0,580000.0,
HANZ Minh Thu Hotel Tan Binh,2,Standard Queen Room,15.0,1 queen bed,2,809169.0,40.0,485501.0,
HANZ Minh Thu Hotel Tan Binh,2,Deluxe Double Room,25.0,1 queen bed,2,985127.0,40.0,591076.0,
HANZ Minh Thu Hotel Tan Binh,2,Deluxe Quadruple Room,25.0,2 full beds,3,1168349.0,40.0,701009.0,
HANZ Minh Thu Hotel Tan Binh,2,,,,4,1229842.0,40.0,737905.0,
Landmark 81 Royal Apartment,0,One-Bedroom Apartment with City View,60.0,,2,3300000.0,50.0,1650000.0,
Landmark 81 Royal Apartment,0,Two-Bedroom Apartment,85.0,,4,5100000.0,50.0,2550000.0,
Landmark 81 Royal Apartment,0,Three-Bedroom Apartment with Balcony,120.0,,1,6300000.0,50.0,3150000.0,
Landmark 81 Royal Apartment,0,Four-Bedroom Apartment,150.0,,1,10500000.0,50.0,5250000.0,
M&H Hotel,2,Superior Double Room without Window,20.0,1 queen bed,2,585000.0,,585000.0,
M&H Hotel,2,Deluxe Double Room,25.0,1 queen bed,2,693000.0,,693000.0,
M&H Hotel,2,Triple Room,30.0,"1 twin bed,1 full bed",3,810000.0,,810000.0,
M&H Hotel,2,Suite,35.0,,3,918000.0,,918000.0,
"Central Apartments - Free Gym & Pool, RiverGate Residence Building",0,One-Bedroom Apartment,30.0,,2,550000.0,,550000.0,
"Central Apartments - Free Gym & Pool, RiverGate Residence Building",0,,,,1,544500.0,,544500.0,
"Central Apartments - Free Gym & Pool, RiverGate Residence Building",0,Superior Apartment,40.0,,4,650000.0,,650000.0,
"Central Apartments - Free Gym & Pool, RiverGate Residence Building",0,Two-Bedroom Apartment,80.0,,4,900000.0,,900000.0,
"Central Apartments - Free Gym & Pool, RiverGate Residence Building",0,Three-Bedroom Apartment,110.0,,1,1350000.0,,1350000.0,
The Tresor - Smile Home - modern comfortable - center D4,0,Studio Apartment,35.0,,2,3050000.0,65.0,1067500.0,
The Tresor - Smile Home - modern comfortable - center D4,0,,,,1,2958500.0,65.0,1035475.0,
The Tresor - Smile Home - modern comfortable - center D4,0,Apartment with Balcony,65.0,,2,4665700.0,65.0,1632995.0,
The Tresor - Smile Home - modern comfortable - center D4,0,,,,4,4810000.0,65.0,1683500.0,
The Tresor - Smile Home - modern comfortable - center D4,0,Two-Bedroom Apartment,75.0,,2,5044000.0,65.0,1765400.0,
The Tresor - Smile Home - modern comfortable - center D4,0,,,,4,5200000.0,65.0,1820000.0,
The Tresor - Smile Home - modern comfortable - center D4,0,Three-Bedroom Apartment,100.0,,3,7234250.0,65.0,2531988.0,
The Tresor - Smile Home - modern comfortable - center D4,0,,,,4,7386550.0,65.0,2585293.0,
The Tresor - Smile Home - modern comfortable - center D4,0,,,,1,7615000.0,65.0,2665250.0,
Simmi Apartment Phu My Hung,3,King Studio - Basement,25.0,1 king bed,2,1500300.0,65.0,525105.0,
Simmi Apartment Phu My Hung,3,Studio with Sofa Bed - Basement,35.0,1 queen bed,2,1687500.0,65.0,590625.0,
Simmi Apartment Phu My Hung,3,Apartment with Balcony,25.0,,2,2137500.0,65.0,748125.0,
Simmi Apartment Phu My Hung,3,Superior Apartment,25.0,,2,2250000.0,65.0,787500.0,
Simmi Apartment Phu My Hung,3,King Studio with Sofa Bed,30.0,1 king bed,2,2438100.0,65.0,853335.0,
Simmi Apartment Phu My Hung,3,One-Bedroom Apartment,45.0,,2,2812500.0,65.0,984375.0,
Oakwood Hotel & Apartments Saigon,4,Studio Deluxe Queen,49.0,1 queen bed,2,1746360.0,15.0,1484406.0,
Oakwood Hotel & Apartments Saigon,4,,,,2,2086560.0,20.0,1669248.0,
Oakwood Hotel & Apartments Saigon,4,Studio Deluxe Twin,49.0,2 twin beds,2,1746360.0,15.0,1484406.0,
Oakwood Hotel & Apartments Saigon,4,,,,2,2086560.0,20.0,1669248.0,
Oakwood Hotel & Apartments Saigon,4,Studio Executive,49.0,1 queen bed,2,1871100.0,15.0,1590435.0,
Oakwood Hotel & Apartments Saigon,4,,,,2,2211300.0,20.0,1769040.0,
Oakwood Hotel & Apartments Saigon,4,1-Bedroom Executive,59.0,,2,2494800.0,20.0,1995840.0,
Oakwood Hotel & Apartments Saigon,4,,,,2,2835000.0,20.0,2268000.0,
Oakwood Hotel & Apartments Saigon,4,Studio Loft,78.0,"2 twin beds,1 queen bed",4,2370060.0,20.0,1896048.0,
Oakwood Hotel & Apartments Saigon,4,,,,4,3050460.0,20.0,2440368.0,
Meander Saigon,2,Studio,,1 queen bed,2,2636460.0,56.0,1160042.0,
Meander Saigon,2,,,,2,2718000.0,56.0,1195920.0,
Meander Saigon,2,Twin Room with View,,2 twin beds,2,2929400.0,56.0,1288936.0,
Meander Saigon,2,,,,2,3020000.0,56.0,1328800.0,
Meander Saigon,2,Superior Double Room,16.0,1 queen bed,2,3515280.0,56.0,1546723.0,
Meander Saigon,2,,,,2,3624000.0,56.0,1594560.0,
Meander Saigon,2,Deluxe Double Room,21.0,1 queen bed,2,3808220.0,56.0,1675617.0,
Meander Saigon,2,,,,2,3926000.0,56.0,1727440.0,
Meander Saigon,2,Suite with City View,22.0,,2,4101160.0,56.0,1804510.0,
Meander Saigon,2,,,,2,4228000.0,56.0,1860320.0,
Meander Saigon,2,Triple Room with City View,21.0,"1 twin bed,1 queen bed",3,4394100.0,56.0,1933404.0,
Meander Saigon,2,,,,3,4530000.0,56.0,1993200.0,
Meander Saigon,2,Deluxe Quadruple Room,21.0,2 full beds,4,4687040.0,56.0,2062298.0,
Meander Saigon,2,,,,4,4832000.0,56.0,2126080.0,
Meander Saigon,2,Single Bed in Female Dormitory Room,,1 bunk bed,1,878820.0,56.0,386681.0,
Meander Saigon,2,,,,1,906000.0,56.0,398640.0,
Meander Saigon,2,Bed in 8-Bed Mixed Dormitory Room,,1 bunk bed,1,878820.0,56.0,386681.0,
Meander Saigon,2,,,,1,906000.0,56.0,398640.0,
The Blue Airport Hotel,3,Superior Double Room,18.0,1 full bed,2,880000.0,50.0,440000.0,
The Blue Airport Hotel,3,Deluxe Double Room,20.0,1 full bed,2,980000.0,50.0,490000.0,
The Blue Airport Hotel,3,Premium Deluxe Twin or Double Room,22.0,"2 twin beds,1 queen bed",2,1180000.0,50.0,590000.0,
The Blue Airport Hotel,3,Suite,22.0,,2,1500000.0,50.0,750000.0,
The Blue Airport Hotel,3,Triple Room,22.0,"1 full bed,1 queen bed",3,1180000.0,50.0,590000.0,
Cap Town Hotel,3,Superior Double Room,22.0,1 queen bed,2,2430000.0,55.0,1093500.0,
Cap Town Hotel,3,Deluxe Double Room,25.0,"1 queen bed,1 king bed",2,2700000.0,55.0,1215000.0,
Cap Town Hotel,3,Luxury Twin Room,35.0,"1 twin bed,1 queen bed",3,3600000.0,60.0,1440000.0,
Cap Town Hotel,3,Deluxe Family Room,40.0,2 queen beds,4,4500000.0,64.0,1620000.0,
HANZ MyMy Hotel,3,Standard Double Room,18.0,1 queen bed,2,1009310.0,40.0,605586.0,
HANZ MyMy Hotel,3,Superior Double Room,20.0,1 queen bed,2,1207206.0,40.0,724324.0,
HANZ MyMy Hotel,3,Deluxe Double Room,25.0,1 queen bed,2,1516834.0,40.0,910100.0,
HANZ MyMy Hotel,3,Deluxe Twin Room,25.0,2 twin beds,3,1441373.0,40.0,864824.0,
Blissful Apartment - Masteri Millennium - FREE Infinity Pool,0,Studio with Balcony,35.0,1 queen bed,2,1861200.0,45.0,1023660.0,
Blissful Apartment - Masteri Millennium - FREE Infinity Pool,0,,,,2,2820000.0,,2820000.0,
Blissful Apartment - Masteri Millennium - FREE Infinity Pool,0,One-Bedroom Apartment,55.0,,2,2764080.0,45.0,1520244.0,
Blissful Apartment - Masteri Millennium - FREE Infinity Pool,0,,,,2,4188000.0,,4188000.0,
Blissful Apartment - Masteri Millennium - FREE Infinity Pool,0,Two-Bedroom Apartment,70.0,,2,2768000.0,45.0,1522400.0,
Blissful Apartment - Masteri Millennium - FREE Infinity Pool,0,,,,3,2776000.0,45.0,1526800.0,
Blissful Apartment - Masteri Millennium - FREE Infinity Pool,0,,,,4,2772000.0,45.0,1524600.0,
Blissful Apartment - Masteri Millennium - FREE Infinity Pool,0,,,,1,2760000.0,45.0,1518000.0,
Blissful Apartment - Masteri Millennium - FREE Infinity Pool,0,,,,4,4200000.0,,4200000.0,
Blissful Apartment - Masteri Millennium - FREE Infinity Pool,0,Family Room with Balcony,100.0,3 queen beds,1,10032000.0,45.0,5517600.0,
Blissful Apartment - Masteri Millennium - FREE Infinity Pool,0,,,,1,9971280.0,45.0,5484204.0,
Blissful Apartment - Masteri Millennium - FREE Infinity Pool,0,,,,1,15108000.0,,15108000.0,
La Palma Boutique Hotel,3,Standard Double Room,26.0,1 full bed,2,958500.0,24.0,728460.0,
La Palma Boutique Hotel,3,Suite with Balcony,30.0,,2,1558800.0,24.0,1184688.0,
La Palma Boutique Hotel,3,Suite with Garden View,30.0,,2,13428000.0,24.0,10205280.0,
La Palma Boutique Hotel,3,Family Suite,35.0,2 full beds,4,1954800.0,24.0,1485648.0,
Vivian Airport Hotel Saigon,3,Superior Double Room,17.0,1 queen bed,2,981000.0,45.0,539550.0,
Vivian Airport Hotel Saigon,3,Deluxe Double Room with Bathtub,20.0,1 queen bed,2,1233000.0,45.0,678150.0,
Vivian Airport Hotel Saigon,3,Suite with City View and Bathtub,20.0,,2,1476000.0,45.0,811800.0,
Cochin Sang Hotel,4,Viennot Double Room No Window with Free mini-bar,20.0,1 queen bed,2,2999700.0,40.0,1799820.0,
Cochin Sang Hotel,4,,,,1,2330000.0,40.0,1398000.0,
Cochin Sang Hotel,4,Schroeder Double Room with Free mini-bar,25.0,1 queen bed,2,4599540.0,40.0,2759724.0,
Cochin Sang Hotel,4,,,,1,3946000.0,40.0,2367600.0,
Cochin Sang Hotel,4,D'espagne with Free mini-bar,35.0,"1 twin bed,1 queen bed",2,4960000.0,40.0,2976000.0,
Cochin Sang Hotel,4,,,,3,5999400.0,40.0,3599640.0,
Cochin Sang Hotel,4,,,,1,4260000.0,40.0,2556000.0,
Cochin Sang Hotel,4,Galliéni with Floating Breakfast with Free mini-bar,55.0,1 king bed,2,12498750.0,40.0,7499250.0,
Cochin Sang Hotel,4,,,,1,11525000.0,40.0,6915000.0,
The Shilla Luxury I Hotel-더신라럭셔리호텔,2,Double Room,26.0,1 queen bed,2,600000.0,,600000.0,
The Shilla Luxury I Hotel-더신라럭셔리호텔,2,,,,1,540000.0,,540000.0,
The Shilla Luxury I Hotel-더신라럭셔리호텔,2,Twin Room,26.0,2 twin beds,2,700000.0,,700000.0,
The Shilla Luxury I Hotel-더신라럭셔리호텔,2,,,,1,630000.0,,630000.0,
The Shilla Luxury I Hotel-더신라럭셔리호텔,2,Deluxe Room,26.0,1 queen bed,2,700000.0,,700000.0,
The Shilla Luxury I Hotel-더신라럭셔리호텔,2,,,,1,630000.0,,630000.0,
Diamond Luxury Ben Thanh,0,Superior Apartment,50.0,,2,2430000.0,52.0,1166400.0,
Diamond Luxury Ben Thanh,0,Superior Double Room,50.0,"1 twin bed,1 queen bed,1 futon bed",3,3510000.0,52.0,1684800.0,
Diamond Luxury Ben Thanh,0,Apartment,55.0,,4,4050000.0,52.0,1944000.0,
Diamond Luxury Ben Thanh,0,Penthouse Apartment,70.0,,4,4770000.0,52.0,2289600.0,
Diamond Luxury Ben Thanh,0,Apartment with Shower,55.0,,1,4770000.0,52.0,2289600.0,
G9 Homestay - Đề Thám,3,Deluxe King Room,21.0,1 king bed,2,1600000.0,45.0,880000.0,
Cola's Homestay,0,Windowless Hideaway,18.0,1 queen bed,2,465120.0,,465120.0,
Cola's Homestay,0,Sunny Petit,20.0,1 queen bed,2,489600.0,,489600.0,
Cola's Homestay,0,Sunny Window,22.0,1 queen bed,2,514080.0,,514080.0,
HANZ MyMy 2 Hotel,0,Standard Double Room,15.0,1 full bed,2,1718710.0,47.0,910916.0,
HANZ MyMy 2 Hotel,0,Double Room,17.0,1 full bed,2,1856208.0,47.0,983790.0,
HANZ MyMy 2 Hotel,0,Deluxe Queen Room,20.0,1 queen bed,2,2136710.0,47.0,1132456.0,
HANZ MyMy 2 Hotel,0,Deluxe Quadruple Room,25.0,2 queen beds,3,2887060.0,47.0,1530142.0,
GK Central Hotel,3,Partner offer option,,,0,1032347.0,,1032347.0,
GK Central Hotel,3,Deluxe Twin Room,25.0,2 twin beds,2,2536500.0,50.0,1268250.0,
GK Central Hotel,3,,,,2,2670000.0,48.0,1388400.0,
Paradise Saigon Boutique Hotel & Spa,4,Premium Deluxe Double City View,28.0,1 queen bed,2,3900000.0,50.0,1950000.0,
Paradise Saigon Boutique Hotel & Spa,4,Premium Double Bathtub with Window,28.0,1 queen bed,2,3900000.0,50.0,1950000.0,
Paradise Saigon Boutique Hotel & Spa,4,Premium Deluxe Twin City View,28.0,2 twin beds,2,3900000.0,50.0,1950000.0,
Paradise Saigon Boutique Hotel & Spa,4,Executive Suite City View,35.0,1 queen bed,2,5400000.0,50.0,2700000.0,
Paradise Saigon Boutique Hotel & Spa,4,Executive Suite Free Afternoon Tea & Mini Bar,35.0,1 king bed,2,6300000.0,50.0,3150000.0,
Paradise Saigon Boutique Hotel & Spa,4,Paradise Suite Free Afternoon Tea & Mini Bar,40.0,1 king bed,2,7300000.0,50.0,3650000.0,
Hera Hotel Airport,3,Standard Double Room,,,0,606064.0,,606064.0,
Hera Hotel Airport,3,Standard Double Room,20.0,1 full bed,2,1260000.0,50.0,630000.0,
Hera Hotel Airport,3,,,,2,1674000.0,50.0,837000.0,
Hera Hotel Airport,3,Superior Double Room,22.0,1 queen bed,2,1674000.0,50.0,837000.0,
Hera Hotel Airport,3,,,,2,2088000.0,50.0,1044000.0,
Hera Hotel Airport,3,Deluxe Double Room,35.0,1 queen bed,2,1953000.0,50.0,976500.0,
Hera Hotel Airport,3,,,,2,2470000.0,55.0,1111500.0,
Hera Hotel Airport,3,Deluxe Double Room with Balcony,35.0,1 king bed,2,2088000.0,50.0,1044000.0,
Hera Hotel Airport,3,,,,2,2367000.0,50.0,1183500.0,
Hera Hotel Airport,3,Family Room,40.0,2 queen beds,4,3100000.0,55.0,1395000.0,
Hera Hotel Airport,3,,,,4,3474000.0,50.0,1737000.0,
Cozy Midnight Hotel - Near Ben Thanh Market,3,Business King Room City View,,,0,1008919.0,,1008919.0,
Cozy Midnight Hotel - Near Ben Thanh Market,3,Business King Room City View,30.0,1 queen bed,2,2842000.0,53.0,1335740.0,
Cozy Midnight Hotel - Near Ben Thanh Market,3,,,,1,2579360.0,50.0,1289680.0,
Cozy Midnight Hotel - Near Ben Thanh Market,3,,,,2,2900000.0,53.0,1363000.0,
Cozy Midnight Hotel - Near Ben Thanh Market,3,,,,1,2632000.0,50.0,1316000.0,
Cozy Midnight Hotel - Near Ben Thanh Market,3,Executive King Room City View,35.0,,2,3132080.0,50.0,1566040.0,
Cozy Midnight Hotel - Near Ben Thanh Market,3,,,,1,3039960.0,50.0,1519980.0,
Cozy Midnight Hotel - Near Ben Thanh Market,3,,,,2,3196000.0,50.0,1598000.0,
Cozy Midnight Hotel - Near Ben Thanh Market,3,,,,1,3102000.0,50.0,1551000.0,
Cozy Midnight Hotel - Near Ben Thanh Market,3,Business Twin Room City View,30.0,"1 twin bed,1 queen bed",2,3430000.0,53.0,1612100.0,
Cozy Midnight Hotel - Near Ben Thanh Market,3,,,,3,3316320.0,50.0,1658160.0,
Cozy Midnight Hotel - Near Ben Thanh Market,3,,,,1,3332000.0,53.0,1566040.0,
Cozy Midnight Hotel - Near Ben Thanh Market,3,,,,2,3500000.0,53.0,1645000.0,
Cozy Midnight Hotel - Near Ben Thanh Market,3,,,,3,3600000.0,53.0,1692000.0,
Cozy Midnight Hotel - Near Ben Thanh Market,3,,,,1,3400000.0,53.0,1598000.0,
Cozy Midnight Hotel - Near Ben Thanh Market,3,Suite with City View,38.0,,2,3686000.0,53.0,1732420.0,
Cozy Midnight Hotel - Near Ben Thanh Market,3,,,,2,3800000.0,53.0,1786000.0,
Cozy Midnight Hotel - Near Ben Thanh Market,3,Family Suite 2 King Beds with Window,40.0,"1 king bed,1 queen bed",2,4214000.0,53.0,1980580.0,
Cozy Midnight Hotel - Near Ben Thanh Market,3,,,,3,4312000.0,53.0,2026640.0,
Cozy Midnight Hotel - Near Ben Thanh Market,3,,,,4,4410000.0,53.0,2072700.0,
Cozy Midnight Hotel - Near Ben Thanh Market,3,,,,1,4116000.0,53.0,1934520.0,
Cozy Midnight Hotel - Near Ben Thanh Market,3,,,,2,4042000.0,50.0,2021000.0,
Cozy Midnight Hotel - Near Ben Thanh Market,3,,,,3,4136000.0,50.0,2068000.0,
Cozy Midnight Hotel - Near Ben Thanh Market,3,,,,4,4500000.0,53.0,2115000.0,
Cozy Midnight Hotel - Near Ben Thanh Market,3,,,,1,3948000.0,50.0,1974000.0,
Adora Hotel,4,Deluxe Twin No Window,18.0,2 twin beds,2,2804400.0,53.0,1318068.0,
Adora Hotel,4,,,,2,2742080.0,25.0,2056560.0,
Adora Hotel,4,Deluxe Room with Window,18.0,1 queen bed,2,3460500.0,53.0,1626435.0,
Adora Hotel,4,,,,2,3383600.0,25.0,2537700.0,
Adora Hotel,4,Premium King Room,22.0,1 queen bed,2,4095000.0,53.0,1924650.0,
Adora Hotel,4,,,,2,4004000.0,25.0,3003000.0,
Adora Hotel,4,Executive Triple Room,22.0,"1 twin bed,1 queen bed",3,4810500.0,53.0,2260935.0,
Adora Hotel,4,,,,3,4703600.0,25.0,3527700.0,
Adora Hotel,4,Family Room,30.0,2 queen beds,4,4905000.0,53.0,2305350.0,
Adora Hotel,4,,,,4,4796000.0,25.0,3597000.0,
Adora Hotel,4,Family Room with Balcony,35.0,2 queen beds,4,6165332.0,53.0,2897706.0,
Adora Hotel,4,,,,4,6028325.0,25.0,4521244.0,
Adora Hotel,4,VIP King No Window (6 Pax),60.0,,1,8595000.0,53.0,4039650.0,
Adora Hotel,4,,,,1,8404000.0,25.0,6303000.0,
Adora Hotel,4,VIP City View (6 Pax),70.0,,1,8955000.0,53.0,4208850.0,
Adora Hotel,4,,,,1,8756000.0,25.0,6567000.0,
Amory Hotel,2,Superior Double Room,25.0,1 king bed,2,1404000.0,58.0,589680.0,
Amory Hotel,2,Deluxe Double or Twin Room,30.0,1 king bed,2,1755000.0,58.0,737100.0,
Amory Hotel,2,Deluxe Double or Twin Room,30.0,2 twin beds,2,1755000.0,58.0,737100.0,
Amory Hotel,2,Deluxe Studio,35.0,1 king bed,2,2025000.0,58.0,850500.0,
Amory Hotel,2,Suite with City View,40.0,,2,2106000.0,58.0,884520.0,
Amory Hotel,2,Triple Room,30.0,"1 twin bed,1 full bed",3,1836000.0,58.0,771120.0,
Amory Hotel,2,Family Room,35.0,2 king beds,4,2268000.0,58.0,952560.0,
Amory Hotel,2,Apartment,45.0,,1,2835000.0,58.0,1190700.0,
Apartments near Tân Sân Nhất Airpot,4,One-Bedroom Apartment,35.0,,2,1525000.0,22.0,1189500.0,
Apartments near Tân Sân Nhất Airpot,4,,,,1,1509750.0,22.0,1177605.0,
Apartments near Tân Sân Nhất Airpot,4,Two-Bedroom Apartment,60.0,,4,1980000.0,22.0,1544400.0,
Apartments near Tân Sân Nhất Airpot,4,Two-Bedroom Apartment,70.0,,4,2090000.0,22.0,1630200.0,
Apartments near Tân Sân Nhất Airpot,4,Three-Bedroom Apartment,105.0,,1,2999000.0,22.0,2339220.0,
A&EM Phan Boi Chau,3,Senior Deluxe Double Room,22.0,1 queen bed,2,2250000.0,46.0,1215000.0,
A&EM Phan Boi Chau,3,Executive Double Room,28.0,1 queen bed,2,2500000.0,46.0,1350000.0,
A&EM Phan Boi Chau,3,Suite,35.0,1 queen bed,2,3800000.0,46.0,2052000.0,
